SKU ID,SKU Subdivision,SKU Region,SKU Province,Farm ID,Farm Province,Farm Latitude,Farm Longitude
2434,Broccoli,Miền Tây,T. Vĩnh Long,DC12,ĐỒNG NAI,10.789921,106.990776
2434,Broccoli,Miền Tây,T. Đồng Tháp,DC12,ĐỒNG NAI,10.789921,106.990776
2434,Broccoli,Miền Tây,TP. Cần Thơ,DC12,ĐỒNG NAI,10.789921,106.990776
2434,Broccoli,Miền Đông,T. Bình Dương,DC12,ĐỒNG NAI,10.789921,106.990776
2434,Broccoli,Miền Đông,T. Bình Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2434,Broccoli,Miền Đông,T. Lâm Đồng,DC12,ĐỒNG NAI,10.789921,106.990776
2434,Broccoli,Miền Đông,T. Tây Ninh,DC12,ĐỒNG NAI,10.789921,106.990776
2434,Broccoli,Miền Đông,T. Đồng Nai,DC12,ĐỒNG NAI,10.789921,106.990776
3008,Spinach,HCM,TP. Hồ Chí Minh,DC08,HỒ CHÍ MINH,10.806908,106.607708
3008,Spinach,Miền Đông,T. Bà Rịa - Vũng Tàu,DC09,BÌNH DƯƠNG,10.950077,106.73098
3008,Spinach,Miền Đông,T. Bình Dương,DC05,BÌNH DƯƠNG,10.903039,106.757201
3008,Spinach,Miền Đông,T. Bình Phước,DC09,BÌNH DƯƠNG,10.950077,106.73098
3008,Spinach,Miền Đông,T. Bình Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
3008,Spinach,Miền Đông,T. Lâm Đồng,DC05,BÌNH DƯƠNG,10.903039,106.757201
3008,Spinach,Miền Đông,T. Tây Ninh,DC05,BÌNH DƯƠNG,10.903039,106.757201
3008,Spinach,Miền Đông,T. Đồng Nai,DC09,BÌNH DƯƠNG,10.950077,106.73098
10293,Zucchini,Miền Bắc,T. Hưng Yên,DC21,HƯNG YÊN,20.926739,106.137318
6364,Pepper,Miền Bắc,T. Thanh Hóa,DC06,NGHỆ AN,18.829766,105.661935
6364,Pepper,Miền Bắc,T. Hưng Yên,DC01,HƯNG YÊN,20.914679,106.075413
6364,Pepper,Miền Bắc,TP. Hà Nội,DC01,HƯNG YÊN,20.914679,106.075413
6364,Pepper,Miền Trung,TP. Huế,DC06,NGHỆ AN,18.829766,105.661935
6364,Pepper,Miền Trung,T. Bình Định,DC05,BÌNH DƯƠNG,10.903039,106.757201
6364,Pepper,Miền Tây,T. An Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
6364,Pepper,Miền Tây,T. Cà Mau,DC09,BÌNH DƯƠNG,10.950077,106.73098
6364,Pepper,Miền Tây,T. Trà Vinh,DC09,BÌNH DƯƠNG,10.950077,106.73098
6364,Pepper,Miền Đông,T. Bình Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
4018,Tomato,Miền Tây,T. Kiên Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
4018,Tomato,Miền Tây,T. Long An,DC09,BÌNH DƯƠNG,10.950077,106.73098
6375,Pepper,Miền Bắc,T. Hà Tĩnh,DC06,NGHỆ AN,18.829766,105.661935
6375,Pepper,Miền Trung,T. Kon Tum,DC05,BÌNH DƯƠNG,10.903039,106.757201
1229,Carrot,Miền Bắc,T. Hà Tĩnh,DC06,NGHỆ AN,18.829766,105.661935
1229,Carrot,Miền Bắc,T. Thanh Hóa,DC06,NGHỆ AN,18.829766,105.661935
1229,Carrot,Miền Bắc,T. Hà Nam,DC06,NGHỆ AN,18.829766,105.661935
1229,Carrot,Miền Bắc,T. Hải Dương,DC03,HẢI DƯƠNG,20.902447,106.439247
1229,Carrot,Miền Bắc,T. Nam Định,DC06,NGHỆ AN,18.829766,105.661935
1229,Carrot,Miền Bắc,T. Ninh Bình,DC06,NGHỆ AN,18.829766,105.661935
1229,Carrot,Miền Bắc,T. Bắc Giang,DC03,HẢI DƯƠNG,20.902447,106.439247
1229,Carrot,Miền Bắc,T. Bắc Kạn,DC03,HẢI DƯƠNG,20.902447,106.439247
1229,Carrot,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
1229,Carrot,Miền Bắc,T. Cao Bằng,DC03,HẢI DƯƠNG,20.902447,106.439247
1229,Carrot,Miền Bắc,T. Hà Giang,DC01,HƯNG YÊN,20.914679,106.075413
1229,Carrot,Miền Bắc,T. Hòa Bình,DC01,HƯNG YÊN,20.914679,106.075413
1229,Carrot,Miền Bắc,T. Lào Cai,DC01,HƯNG YÊN,20.914679,106.075413
1229,Carrot,Miền Bắc,T. Lạng Sơn,DC03,HẢI DƯƠNG,20.902447,106.439247
1229,Carrot,Miền Bắc,T. Phú Thọ,DC01,HƯNG YÊN,20.914679,106.075413
1229,Carrot,Miền Bắc,T. Sơn La,DC01,HƯNG YÊN,20.914679,106.075413
1229,Carrot,Miền Bắc,T. Thái Nguyên,DC03,HẢI DƯƠNG,20.902447,106.439247
1229,Carrot,Miền Bắc,T. Tuyên Quang,DC01,HƯNG YÊN,20.914679,106.075413
1229,Carrot,Miền Bắc,T. Vĩnh Phúc,DC01,HƯNG YÊN,20.914679,106.075413
1229,Carrot,Miền Bắc,T. Yên Bái,DC01,HƯNG YÊN,20.914679,106.075413
1229,Carrot,Miền Bắc,T. Điện Biên,DC01,HƯNG YÊN,20.914679,106.075413
7188,Lettuce,Miền Trung,T. Quảng Trị,DC06,NGHỆ AN,18.829766,105.661935
7188,Lettuce,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
7188,Lettuce,Miền Trung,T. Đắk Nông,DC05,BÌNH DƯƠNG,10.903039,106.757201
7188,Lettuce,Miền Tây,T. Cà Mau,DC09,BÌNH DƯƠNG,10.950077,106.73098
2435,Broccoli,Miền Bắc,T. Hà Tĩnh,DC14,NGHỆ AN,18.829766,105.661935
2435,Broccoli,Miền Bắc,T. Thanh Hóa,DC14,NGHỆ AN,18.829766,105.661935
2435,Broccoli,Miền Bắc,T. Hà Nam,DC14,NGHỆ AN,18.829766,105.661935
2435,Broccoli,Miền Bắc,T. Hưng Yên,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Bắc,T. Hải Dương,DC10,HẢI DƯƠNG,15.78748,101.810237
2435,Broccoli,Miền Bắc,T. Ninh Bình,DC14,NGHỆ AN,18.829766,105.661935
2435,Broccoli,Miền Bắc,T. Thái Bình,DC10,HẢI DƯƠNG,15.78748,101.810237
2435,Broccoli,Miền Bắc,TP. Hà Nội,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Bắc,TP. Hải Phòng,DC10,HẢI DƯƠNG,15.78748,101.810237
2435,Broccoli,Miền Bắc,T. Bắc Giang,DC10,HẢI DƯƠNG,15.78748,101.810237
2435,Broccoli,Miền Bắc,T. Bắc Kạn,DC10,HẢI DƯƠNG,15.78748,101.810237
2435,Broccoli,Miền Bắc,T. Bắc Ninh,DC10,HẢI DƯƠNG,15.78748,101.810237
2435,Broccoli,Miền Bắc,T. Cao Bằng,DC10,HẢI DƯƠNG,15.78748,101.810237
2435,Broccoli,Miền Bắc,T. Hà Giang,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Bắc,T. Hòa Bình,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Bắc,T. Lào Cai,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Bắc,T. Lạng Sơn,DC10,HẢI DƯƠNG,15.78748,101.810237
2435,Broccoli,Miền Bắc,T. Phú Thọ,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Bắc,T. Quảng Ninh,DC10,HẢI DƯƠNG,15.78748,101.810237
2435,Broccoli,Miền Bắc,T. Sơn La,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Bắc,T. Thái Nguyên,DC10,HẢI DƯƠNG,15.78748,101.810237
2435,Broccoli,Miền Bắc,T. Tuyên Quang,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Bắc,T. Vĩnh Phúc,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Bắc,T. Yên Bái,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Bắc,T. Điện Biên,DC11,HƯNG YÊN,15.783698,101.810236
2435,Broccoli,Miền Trung,T. Quảng Trị,DC14,NGHỆ AN,18.829766,105.661935
2435,Broccoli,Miền Trung,TP. Huế,DC14,NGHỆ AN,18.829766,105.661935
2435,Broccoli,Miền Trung,T. Bình Định,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Trung,T. Quảng Nam,DC13,ĐÀ NẴNG,16.082592,108.141159
2435,Broccoli,Miền Trung,T. Quảng Ngãi,DC13,ĐÀ NẴNG,16.082592,108.141159
2435,Broccoli,Miền Trung,T. Đắk Nông,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Tây,T. An Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Tây,T. Bến Tre,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Đông,T. Bình Phước,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,HCM,TP. Hồ Chí Minh,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Trung,T. Phú Yên,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Trung,T. Gia Lai,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Trung,T. Kon Tum,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Trung,T. Đắk Lắk,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Trung,T. Ninh Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Tây,T. Bạc Liêu,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Tây,T. Long An,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Tây,T. Tiền Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Tây,T. Vĩnh Long,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Tây,T. Đồng Tháp,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Tây,TP. Cần Thơ,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Đông,T. Bà Rịa - Vũng Tàu,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Đông,T. Bình Dương,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Đông,T. Bình Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Đông,T. Lâm Đồng,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Đông,T. Tây Ninh,DC12,ĐỒNG NAI,10.789921,106.990776
2435,Broccoli,Miền Đông,T. Đồng Nai,DC12,ĐỒNG NAI,10.789921,106.990776
2350,Broccoli,Miền Tây,T. An Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
2350,Broccoli,Miền Tây,T. Bạc Liêu,DC09,BÌNH DƯƠNG,10.950077,106.73098
2350,Broccoli,Miền Tây,T. Cà Mau,DC09,BÌNH DƯƠNG,10.950077,106.73098
2350,Broccoli,Miền Tây,T. Kiên Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
2350,Broccoli,Miền Tây,T. Long An,DC09,BÌNH DƯƠNG,10.950077,106.73098
2350,Broccoli,Miền Tây,T. Sóc Trăng,DC09,BÌNH DƯƠNG,10.950077,106.73098
2350,Broccoli,Miền Tây,T. Tiền Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
2350,Broccoli,Miền Tây,T. Trà Vinh,DC09,BÌNH DƯƠNG,10.950077,106.73098
2350,Broccoli,Miền Tây,T. Vĩnh Long,DC09,BÌNH DƯƠNG,10.950077,106.73098
2350,Broccoli,Miền Tây,T. Đồng Tháp,DC09,BÌNH DƯƠNG,10.950077,106.73098
2350,Broccoli,Miền Tây,TP. Cần Thơ,DC09,BÌNH DƯƠNG,10.950077,106.73098
2354,Broccoli,Miền Trung,T. Quảng Bình,DC06,NGHỆ AN,18.829766,105.661935
2354,Broccoli,Miền Trung,T. Quảng Trị,DC06,NGHỆ AN,18.829766,105.661935
2354,Broccoli,Miền Trung,T. Bình Định,DC05,BÌNH DƯƠNG,10.903039,106.757201
2354,Broccoli,Miền Trung,T. Khánh Hòa,DC05,BÌNH DƯƠNG,10.903039,106.757201
2354,Broccoli,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
2354,Broccoli,Miền Trung,T. Quảng Nam,DC07,ĐÀ NẴNG,16.079667,108.138906
2354,Broccoli,Miền Trung,T. Quảng Ngãi,DC07,ĐÀ NẴNG,16.079667,108.138906
2354,Broccoli,Miền Trung,TP. Đà Nẵng,DC07,ĐÀ NẴNG,16.079667,108.138906
2354,Broccoli,Miền Trung,T. Gia Lai,DC05,BÌNH DƯƠNG,10.903039,106.757201
2354,Broccoli,Miền Trung,T. Kon Tum,DC05,BÌNH DƯƠNG,10.903039,106.757201
2354,Broccoli,Miền Trung,T. Đắk Lắk,DC05,BÌNH DƯƠNG,10.903039,106.757201
2354,Broccoli,Miền Trung,T. Đắk Nông,DC05,BÌNH DƯƠNG,10.903039,106.757201
2354,Broccoli,Miền Trung,T. Ninh Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
2355,Broccoli,Miền Trung,T. Quảng Bình,DC06,NGHỆ AN,18.829766,105.661935
2355,Broccoli,Miền Trung,T. Quảng Trị,DC06,NGHỆ AN,18.829766,105.661935
2355,Broccoli,Miền Trung,TP. Huế,DC06,NGHỆ AN,18.829766,105.661935
2355,Broccoli,Miền Trung,T. Khánh Hòa,DC05,BÌNH DƯƠNG,10.903039,106.757201
2355,Broccoli,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
2355,Broccoli,Miền Trung,T. Quảng Nam,DC07,ĐÀ NẴNG,16.079667,108.138906
2355,Broccoli,Miền Trung,T. Quảng Ngãi,DC07,ĐÀ NẴNG,16.079667,108.138906
2355,Broccoli,Miền Trung,TP. Đà Nẵng,DC07,ĐÀ NẴNG,16.079667,108.138906
2355,Broccoli,Miền Trung,T. Gia Lai,DC05,BÌNH DƯƠNG,10.903039,106.757201
2355,Broccoli,Miền Trung,T. Kon Tum,DC05,BÌNH DƯƠNG,10.903039,106.757201
2355,Broccoli,Miền Trung,T. Đắk Lắk,DC05,BÌNH DƯƠNG,10.903039,106.757201
2355,Broccoli,Miền Trung,T. Đắk Nông,DC05,BÌNH DƯƠNG,10.903039,106.757201
2355,Broccoli,Miền Trung,T. Ninh Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
2349,Broccoli,Miền Trung,T. Quảng Bình,DC06,NGHỆ AN,18.829766,105.661935
2349,Broccoli,Miền Trung,T. Quảng Trị,DC06,NGHỆ AN,18.829766,105.661935
2349,Broccoli,Miền Trung,T. Bình Định,DC05,BÌNH DƯƠNG,10.903039,106.757201
2349,Broccoli,Miền Trung,T. Khánh Hòa,DC05,BÌNH DƯƠNG,10.903039,106.757201
2349,Broccoli,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
2349,Broccoli,Miền Trung,T. Quảng Nam,DC07,ĐÀ NẴNG,16.079667,108.138906
2349,Broccoli,Miền Trung,T. Quảng Ngãi,DC07,ĐÀ NẴNG,16.079667,108.138906
2349,Broccoli,Miền Trung,TP. Đà Nẵng,DC07,ĐÀ NẴNG,16.079667,108.138906
2349,Broccoli,Miền Trung,T. Gia Lai,DC05,BÌNH DƯƠNG,10.903039,106.757201
2349,Broccoli,Miền Trung,T. Kon Tum,DC05,BÌNH DƯƠNG,10.903039,106.757201
2349,Broccoli,Miền Trung,T. Đắk Lắk,DC05,BÌNH DƯƠNG,10.903039,106.757201
2349,Broccoli,Miền Trung,T. Đắk Nông,DC05,BÌNH DƯƠNG,10.903039,106.757201
2349,Broccoli,Miền Trung,T. Ninh Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
2353,Broccoli,Miền Trung,T. Quảng Bình,DC06,NGHỆ AN,18.829766,105.661935
2353,Broccoli,Miền Trung,T. Quảng Trị,DC06,NGHỆ AN,18.829766,105.661935
2353,Broccoli,Miền Trung,T. Khánh Hòa,DC05,BÌNH DƯƠNG,10.903039,106.757201
2353,Broccoli,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
2353,Broccoli,Miền Trung,T. Quảng Ngãi,DC07,ĐÀ NẴNG,16.079667,108.138906
2353,Broccoli,Miền Trung,T. Gia Lai,DC05,BÌNH DƯƠNG,10.903039,106.757201
2353,Broccoli,Miền Trung,T. Kon Tum,DC05,BÌNH DƯƠNG,10.903039,106.757201
2353,Broccoli,Miền Trung,T. Đắk Lắk,DC05,BÌNH DƯƠNG,10.903039,106.757201
2353,Broccoli,Miền Trung,T. Đắk Nông,DC05,BÌNH DƯƠNG,10.903039,106.757201
2353,Broccoli,Miền Trung,T. Ninh Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
2436,Broccoli,Miền Bắc,T. Hà Tĩnh,DC14,NGHỆ AN,18.829766,105.661935
2436,Broccoli,Miền Bắc,T. Thanh Hóa,DC14,NGHỆ AN,18.829766,105.661935
2436,Broccoli,Miền Bắc,T. Hà Nam,DC14,NGHỆ AN,18.829766,105.661935
2436,Broccoli,Miền Bắc,T. Hưng Yên,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,T. Hải Dương,DC10,HẢI DƯƠNG,15.78748,101.810237
2436,Broccoli,Miền Bắc,T. Nam Định,DC14,NGHỆ AN,18.829766,105.661935
2436,Broccoli,Miền Bắc,T. Ninh Bình,DC14,NGHỆ AN,18.829766,105.661935
2436,Broccoli,Miền Bắc,T. Thái Bình,DC10,HẢI DƯƠNG,15.78748,101.810237
2436,Broccoli,Miền Bắc,TP. Hà Nội,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,TP. Hải Phòng,DC10,HẢI DƯƠNG,15.78748,101.810237
2436,Broccoli,Miền Bắc,T. Bắc Giang,DC10,HẢI DƯƠNG,15.78748,101.810237
2436,Broccoli,Miền Bắc,T. Bắc Kạn,DC10,HẢI DƯƠNG,15.78748,101.810237
2436,Broccoli,Miền Bắc,T. Bắc Ninh,DC10,HẢI DƯƠNG,15.78748,101.810237
2436,Broccoli,Miền Bắc,T. Cao Bằng,DC10,HẢI DƯƠNG,15.78748,101.810237
2436,Broccoli,Miền Bắc,T. Hà Giang,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,T. Hòa Bình,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,T. Lai Châu,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,T. Lào Cai,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,T. Lạng Sơn,DC10,HẢI DƯƠNG,15.78748,101.810237
2436,Broccoli,Miền Bắc,T. Phú Thọ,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,T. Quảng Ninh,DC10,HẢI DƯƠNG,15.78748,101.810237
2436,Broccoli,Miền Bắc,T. Sơn La,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,T. Thái Nguyên,DC10,HẢI DƯƠNG,15.78748,101.810237
2436,Broccoli,Miền Bắc,T. Tuyên Quang,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,T. Vĩnh Phúc,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,T. Yên Bái,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Bắc,T. Điện Biên,DC11,HƯNG YÊN,15.783698,101.810236
2436,Broccoli,Miền Trung,T. Quảng Bình,DC14,NGHỆ AN,18.829766,105.661935
2436,Broccoli,Miền Trung,T. Quảng Trị,DC14,NGHỆ AN,18.829766,105.661935
2436,Broccoli,Miền Trung,TP. Huế,DC14,NGHỆ AN,18.829766,105.661935
2436,Broccoli,Miền Trung,T. Bình Định,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Trung,T. Quảng Nam,DC13,ĐÀ NẴNG,16.082592,108.141159
2436,Broccoli,Miền Trung,T. Quảng Ngãi,DC13,ĐÀ NẴNG,16.082592,108.141159
2436,Broccoli,Miền Trung,TP. Đà Nẵng,DC13,ĐÀ NẴNG,16.082592,108.141159
2436,Broccoli,Miền Trung,T. Đắk Nông,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Đông,T. Bình Phước,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,HCM,TP. Hồ Chí Minh,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Bắc,T. Nghệ An,DC14,NGHỆ AN,18.829766,105.661935
2436,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Trung,T. Phú Yên,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Trung,T. Gia Lai,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Trung,T. Kon Tum,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Trung,T. Đắk Lắk,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Trung,T. Ninh Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Tây,T. An Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Tây,T. Bạc Liêu,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Tây,T. Bến Tre,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Tây,T. Cà Mau,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Tây,T. Long An,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Tây,T. Sóc Trăng,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Tây,T. Tiền Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Tây,T. Trà Vinh,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Tây,T. Đồng Tháp,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Tây,TP. Cần Thơ,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Đông,T. Bà Rịa - Vũng Tàu,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Đông,T. Bình Dương,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Đông,T. Bình Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Đông,T. Lâm Đồng,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Đông,T. Tây Ninh,DC12,ĐỒNG NAI,10.789921,106.990776
2436,Broccoli,Miền Đông,T. Đồng Nai,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Bắc,T. Hà Tĩnh,DC14,NGHỆ AN,18.829766,105.661935
2437,Broccoli,Miền Bắc,TP. Hà Nội,DC11,HƯNG YÊN,15.783698,101.810236
2437,Broccoli,Miền Bắc,T. Cao Bằng,DC10,HẢI DƯƠNG,15.78748,101.810237
2437,Broccoli,Miền Bắc,T. Hà Giang,DC11,HƯNG YÊN,15.783698,101.810236
2437,Broccoli,Miền Trung,T. Quảng Bình,DC14,NGHỆ AN,18.829766,105.661935
2437,Broccoli,Miền Trung,T. Quảng Trị,DC14,NGHỆ AN,18.829766,105.661935
2437,Broccoli,Miền Trung,TP. Huế,DC14,NGHỆ AN,18.829766,105.661935
2437,Broccoli,Miền Trung,T. Bình Định,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Trung,T. Quảng Nam,DC13,ĐÀ NẴNG,16.082592,108.141159
2437,Broccoli,Miền Trung,T. Quảng Ngãi,DC13,ĐÀ NẴNG,16.082592,108.141159
2437,Broccoli,Miền Trung,TP. Đà Nẵng,DC13,ĐÀ NẴNG,16.082592,108.141159
2437,Broccoli,Miền Trung,T. Đắk Nông,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. An Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. Bến Tre,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Đông,T. Bình Phước,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,HCM,TP. Hồ Chí Minh,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Bắc,T. Nghệ An,DC14,NGHỆ AN,18.829766,105.661935
2437,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Trung,T. Phú Yên,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Trung,T. Gia Lai,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Trung,T. Kon Tum,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Trung,T. Đắk Lắk,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Trung,T. Ninh Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. Bạc Liêu,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. Cà Mau,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. Hậu Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. Kiên Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. Long An,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. Tiền Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. Trà Vinh,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. Vĩnh Long,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,T. Đồng Tháp,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Tây,TP. Cần Thơ,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Đông,T. Bà Rịa - Vũng Tàu,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Đông,T. Bình Dương,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Đông,T. Bình Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Đông,T. Lâm Đồng,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Đông,T. Tây Ninh,DC12,ĐỒNG NAI,10.789921,106.990776
2437,Broccoli,Miền Đông,T. Đồng Nai,DC12,ĐỒNG NAI,10.789921,106.990776
2044,Broccoli,Miền Bắc,T. Hà Giang,DC11,HƯNG YÊN,15.783698,101.810236
2023,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2023,Broccoli,Miền Trung,T. Phú Yên,DC12,ĐỒNG NAI,10.789921,106.990776
2023,Broccoli,Miền Trung,T. Gia Lai,DC12,ĐỒNG NAI,10.789921,106.990776
